ProcessID	Data (Bytes)	Times Seconds
11369	255	0.461655
11362	255	0.462161
11249	255	0.462497
11363	255	0.46252
11294	255	0.462542
11251	255	0.462666
11306	255	0.46296
11265	255	0.463061
11436	255	0.463411
11375	255	0.463447
10927	255	0.463597
10830	255	0.463678
10852	255	0.46403
10914	255	0.464074
10854	255	0.46409
10864	255	0.464116
10870	255	0.464127
10866	255	0.464139
10867	255	0.464139
10970	255	0.464142
10862	255	0.464144
10918	255	0.464154
10861	255	0.464155
10976	255	0.464174
10926	255	0.464176
10855	255	0.464191
10868	255	0.464195
10857	255	0.464197
10978	255	0.464395
10975	255	0.464496
10863	255	0.464618
10858	255	0.465174
11342	255	0.483596
11240	255	0.483725
11354	255	0.483782
11357	255	0.486955
10798	255	0.487084
10796	255	0.487139
10795	255	0.487213
10791	255	0.487236
10811	255	0.487321
10792	255	0.487327
10810	255	0.48736
10812	255	0.48736
10814	255	0.487429
10815	255	0.487506
10813	255	0.487524
10817	255	0.487763
10823	255	0.487822
10878	255	0.487953
10874	255	0.487967
10835	255	0.488066
10886	255	0.488103
10865	255	0.488206
10881	255	0.488213
10902	255	0.488224
10845	255	0.488231
10804	255	0.488315
10856	255	0.488325
10897	255	0.488338
10844	255	0.488345
10910	255	0.488376
10839	255	0.488501
10946	255	0.488683
10949	255	0.488699
10816	255	0.488712
10906	255	0.488803
10908	255	0.489251
10945	255	0.489311
10941	255	0.489459
10938	255	0.489577
10841	255	0.489587
10919	255	0.489591
10933	255	0.489641
10963	255	0.489768
8858	255	0.489785
10833	255	0.489799
10962	255	0.489996
10917	255	0.490149
10950	255	0.490194
10916	255	0.490219
8741	255	0.490284
8784	255	0.490403
10920	255	0.490435
8836	255	0.490507
10967	255	0.490529
8814	255	0.490722
9551	255	0.490845
10943	255	0.490956
10959	255	0.490992
10924	255	0.491017
8868	255	0.491018
10960	255	0.49107
8820	255	0.491129
9095	255	0.49115
11428	255	0.491159
8856	255	0.491364
8855	255	0.491423
8794	255	0.491435
8789	255	0.491474
8849	255	0.491512
8848	255	0.49152
8822	255	0.49152
11398	255	0.491541
8796	255	0.491542
8795	255	0.491548
11413	255	0.491605
11408	255	0.491739
11407	255	0.491792
11449	255	0.491813
10873	255	0.491839
10875	255	0.491887
10984	255	0.49189
11453	255	0.491923
10985	255	0.491938
8790	255	0.49194
11458	255	0.491969
9113	255	0.492042
11463	255	0.492064
10872	255	0.492082
10876	255	0.492085
9098	255	0.492093
11457	255	0.492097
11469	255	0.492108
10988	255	0.492114
11464	255	0.492115
10877	255	0.49218
10882	255	0.492184
10990	255	0.492219
11467	255	0.492252
10884	255	0.492256
9118	255	0.492273
9085	255	0.492339
10992	255	0.492353
10827	255	0.492367
10995	255	0.492392
9107	255	0.492401
10997	255	0.49247
10893	255	0.49249
11477	255	0.492515
9119	255	0.492524
10999	255	0.492557
10896	255	0.492563
9122	255	0.4926
9128	255	0.492622
10900	255	0.492657
10883	255	0.492703
10904	255	0.492715
10903	255	0.492738
9135	255	0.492765
10885	255	0.492804
9124	255	0.492846
11401	255	0.492859
11355	255	0.492868
9137	255	0.492877
9123	255	0.4929
10991	255	0.492916
8829	255	0.492997
9451	255	0.493068
8804	255	0.493115
9455	255	0.493176
8805	255	0.493186
11434	255	0.493191
11448	255	0.493241
10888	255	0.493257
8828	255	0.493278
10996	255	0.493393
9061	255	0.493402
8833	255	0.49345
10895	255	0.49346
11473	255	0.493478
11460	255	0.493487
11468	255	0.493492
11437	255	0.49355
10892	255	0.493684
9441	255	0.493708
8740	255	0.493722
10994	255	0.494202
9479	255	0.494273
9537	255	0.494291
9509	255	0.494475
11000	255	0.494616
10898	255	0.494711
8951	255	0.49488
10993	255	0.49488
9063	255	0.49496
10998	255	0.494973
8909	255	0.495072
10887	255	0.495206
8937	255	0.495537
9274	255	0.499989
8802	255	0.500327
8808	255	0.501003
8806	255	0.501158
8857	255	0.501174
8642	255	0.501868
8800	255	0.507554
8834	255	0.507568
8831	255	0.508704
8830	255	0.508872
8803	255	0.51217
8600	255	0.513654
8688	255	0.515592
8701	255	0.51583
8657	255	0.516288
8971	255	0.516311
10932	255	0.516906
10931	255	0.517006
10928	255	0.517021
11002	255	0.517042
11004	255	0.517063
11007	255	0.517119
11006	255	0.517165
10937	255	0.517271
11005	255	0.517316
10935	255	0.517324
11010	255	0.517345
11009	255	0.517368
10936	255	0.517623
11011	255	0.517665
11036	255	0.517976
11056	255	0.518011
11054	255	0.518043
11073	255	0.518161
11064	255	0.518214
11069	255	0.518273
11082	255	0.518336
11080	255	0.518339
11049	255	0.518389
11100	255	0.518469
11086	255	0.518526
11107	255	0.518536
11068	255	0.518596
11092	255	0.518702
11062	255	0.518861
11063	255	0.518901
11060	255	0.519332
9822	255	0.519452
9812	255	0.519503
9828	255	0.519669
9808	255	0.519675
11484	255	0.519765
9838	255	0.519786
9832	255	0.519838
9844	255	0.520038
11493	255	0.52004
11502	255	0.520145
11495	255	0.520203
11487	255	0.520286
8621	255	0.520379
9006	255	0.520582
9043	255	0.520654
9014	255	0.520774
9046	255	0.520943
8624	255	0.521149
8668	255	0.521196
9627	255	0.521243
9626	255	0.521247
11509	255	0.521261
9601	255	0.521344
9628	255	0.521403
9630	255	0.521452
8649	255	0.521707
11501	255	0.521801
11586	255	0.521809
8619	255	0.521865
11488	255	0.522149
9252	255	0.522303
8665	255	0.522359
9287	255	0.522509
8662	255	0.522569
9298	255	0.522744
8755	255	0.522793
11490	255	0.522825
9301	255	0.522931
9233	255	0.523143
9229	255	0.523209
9245	255	0.52324
11139	255	0.523246
11141	255	0.523264
11133	255	0.523268
9235	255	0.52328
11135	255	0.523284
9209	255	0.52331
11137	255	0.523329
9247	255	0.523355
11144	255	0.523383
11140	255	0.523435
11146	255	0.523446
9246	255	0.523966
9253	255	0.524034
9250	255	0.524052
9251	255	0.524127
9241	255	0.524246
9256	255	0.524311
11129	255	0.524346
9334	255	0.524419
9234	255	0.524491
8625	255	0.524497
9335	255	0.52456
9336	255	0.524579
9331	255	0.524597
9264	255	0.524604
9340	255	0.524613
9337	255	0.52464
9265	255	0.52465
9319	255	0.524665
9339	255	0.524725
9305	255	0.524769
9342	255	0.52477
9341	255	0.524805
9344	255	0.52484
9353	255	0.524902
9308	255	0.524917
9303	255	0.52492
9343	255	0.524929
9268	255	0.524986
9345	255	0.525007
9272	255	0.525017
9317	255	0.525105
9311	255	0.525146
8599	255	0.525158
9324	255	0.525177
9278	255	0.52521
9328	255	0.52523
9281	255	0.525295
9282	255	0.525382
9283	255	0.525695
8644	255	0.525753
9383	255	0.52623
9358	255	0.526231
9376	255	0.52651
9367	255	0.526796
9384	255	0.52681
9382	255	0.526928
9179	255	0.526936
9175	255	0.527024
9371	255	0.527299
8627	255	0.527471
9249	255	0.527744
8683	255	0.528426
8685	255	0.529408
8728	255	0.529458
8686	255	0.529801
8704	255	0.52984
8738	255	0.529852
8712	255	0.530038
8650	255	0.535987
8661	255	0.536258
8671	255	0.537405
8681	255	0.537962
8629	255	0.539437
8628	255	0.540099
8733	255	0.540756
11070	255	0.54319
11111	255	0.54324
11121	255	0.543524
8670	255	0.543935
11074	255	0.544081
11130	255	0.5441
11127	255	0.544229
11145	255	0.544296
11076	255	0.544347
11088	255	0.544504
11075	255	0.544615
11125	255	0.544689
11134	255	0.544705
11143	255	0.544754
8626	255	0.545463
9713	255	0.545586
8682	255	0.545588
9717	255	0.54566
8680	255	0.545896
11104	255	0.545922
8614	255	0.545923
11158	255	0.546015
11153	255	0.54608
11160	255	0.546125
11109	255	0.546193
11170	255	0.546215
11551	255	0.546293
11173	255	0.54631
11180	255	0.546344
11123	255	0.546489
11525	255	0.546583
11186	255	0.546585
11164	255	0.546637
11553	255	0.546641
11194	255	0.546661
11535	255	0.546694
11557	255	0.546694
11536	255	0.546738
11527	255	0.546774
11533	255	0.546778
11132	255	0.546804
11530	255	0.54685
11195	255	0.546854
11168	255	0.546858
11539	255	0.546915
11176	255	0.546916
11203	255	0.546932
11208	255	0.546999
11215	255	0.547034
11102	255	0.547089
9261	255	0.547208
9266	255	0.547266
11188	255	0.547299
11212	255	0.547512
9296	255	0.547549
9290	255	0.547678
8727	255	0.547684
9291	255	0.547744
9293	255	0.547781
9302	255	0.547803
11201	255	0.547818
8713	255	0.547825
9297	255	0.54791
11175	255	0.547918
11152	255	0.547965
9304	255	0.548032
9299	255	0.548169
9757	255	0.548256
8669	255	0.548779
9307	255	0.549033
9315	255	0.549273
11162	255	0.549285
9309	255	0.54939
11169	255	0.549487
11200	255	0.549503
9329	255	0.549521
9323	255	0.549567
9327	255	0.54961
11207	255	0.549649
11185	255	0.549825
11216	255	0.549854
8664	255	0.54995
11213	255	0.55002
11322	255	0.550085
11177	255	0.550154
11296	255	0.550282
11222	255	0.550349
11286	255	0.550383
11287	255	0.550546
11291	255	0.550715
11324	255	0.550838
11219	255	0.550958
11337	255	0.550967
11313	255	0.551077
11315	255	0.551158
11307	255	0.551317
11327	255	0.551364
11336	255	0.551413
11149	255	0.551583
11150	255	0.551662
11154	255	0.551853
11157	255	0.55187
11151	255	0.551906
11230	255	0.552301
11239	255	0.55231
11229	255	0.552331
11227	255	0.552389
11159	255	0.552471
11247	255	0.552481
11259	255	0.552501
11242	255	0.552518
11236	255	0.552522
11253	255	0.552566
11235	255	0.552599
11233	255	0.552647
11181	255	0.552687
11278	255	0.552835
11241	255	0.552912
11161	255	0.55292
11261	255	0.552976
11254	255	0.55304
11267	255	0.55305
11245	255	0.553109
11256	255	0.553123
11273	255	0.553189
11275	255	0.553189
11266	255	0.553235
11155	255	0.553327
11269	255	0.553619
11272	255	0.553739
11262	255	0.55411
11277	255	0.554981
11248	255	0.555451
9582	255	0.556507
9581	255	0.55656
9579	255	0.556566
9586	255	0.556579
9583	255	0.556587
9568	255	0.556592
9575	255	0.556676
9565	255	0.55677
9577	255	0.556904
10028	255	0.563399
10029	255	0.563422
10032	255	0.563593
10026	255	0.563623
10027	255	0.563665
10103	255	0.563692
10107	255	0.56373
10024	255	0.563733
11231	255	0.577664
11343	255	0.577893
11237	255	0.578156
11345	255	0.578157
11348	255	0.578215
11232	255	0.57824
11349	255	0.578258
11351	255	0.578319
11284	255	0.578432
11285	255	0.578455
11292	255	0.578501
11289	255	0.578508
11252	255	0.578595
11365	255	0.578793
11371	255	0.578892
11246	255	0.578944
11380	255	0.578975
11360	255	0.579047
11318	255	0.579532
11257	255	0.579802
11302	255	0.5799
11429	255	0.580006
11283	255	0.580149
11423	255	0.580195
11317	255	0.580287
11319	255	0.580428
11325	255	0.581024
11373	255	0.581189
11314	255	0.58121
11425	255	0.581232
11358	255	0.581558
9130	255	0.581752
10507	255	0.582983
10595	255	0.583323
9508	255	0.58355
9507	255	0.583645
9526	255	0.583715
9523	255	0.583726
10348	255	0.583785
9528	255	0.583817
9524	255	0.583832
9535	255	0.583925
9536	255	0.584077
10346	255	0.584106
10328	255	0.584246
10318	255	0.584291
10323	255	0.584768
10349	255	0.585097
10340	255	0.585829
10350	255	0.585854
10352	255	0.585921
10320	255	0.587041
10014	255	0.587084
10017	255	0.587163
10390	255	0.587362
10398	255	0.587475
10508	255	0.587615
9724	255	0.587678
9802	255	0.587696
9787	255	0.587715
9766	255	0.587719
9784	255	0.587732
9797	255	0.587758
9772	255	0.587766
9773	255	0.587798
9789	255	0.587799
9794	255	0.587816
9867	255	0.588002
9720	255	0.588021
9870	255	0.58804
9998	255	0.588075
9781	255	0.588076
9872	255	0.588129
9609	255	0.588143
9762	255	0.58833
10509	255	0.589007
10510	255	0.589164
9985	255	0.589724
9968	255	0.589725
10118	255	0.590102
10474	255	0.591112
10591	255	0.592837
10585	255	0.593443
10582	255	0.59359
11439	255	0.607374
10302	255	0.608076
11389	255	0.608214
11346	255	0.608229
10045	255	0.608242
9948	255	0.608419
11395	255	0.608498
11432	255	0.608502
11430	255	0.60851
10050	255	0.608562
10122	255	0.608587
11410	255	0.608668
10123	255	0.608702
11442	255	0.608726
10313	255	0.608747
10127	255	0.608775
10513	255	0.608836
11353	255	0.608914
10511	255	0.608938
10077	255	0.608965
11450	255	0.608978
11422	255	0.60899
11451	255	0.609008
11454	255	0.609018
10078	255	0.609041
11347	255	0.609041
11456	255	0.60905
11462	255	0.609114
11459	255	0.609117
11465	255	0.609177
11475	255	0.609302
11476	255	0.609304
10496	255	0.609333
11478	255	0.609369
11479	255	0.609405
11481	255	0.609419
10523	255	0.609855
10521	255	0.609914
10475	255	0.609943
10524	255	0.609971
11424	255	0.610015
11421	255	0.610119
11399	255	0.610198
11435	255	0.610225
11471	255	0.610388
11402	255	0.610398
11588	255	0.610429
11447	255	0.610456
9994	255	0.610476
11485	255	0.610479
11403	255	0.61048
11404	255	0.610497
11589	255	0.610509
11276	255	0.610522
11491	255	0.610554
11472	255	0.61057
9744	255	0.610705
11503	255	0.61073
11440	255	0.610731
11396	255	0.610751
10030	255	0.610764
11445	255	0.610778
11441	255	0.610807
10525	255	0.610812
9745	255	0.610814
10100	255	0.610875
10031	255	0.610876
9747	255	0.61095
9675	255	0.611113
10022	255	0.611169
10023	255	0.611194
10098	255	0.611225
9742	255	0.611236
9677	255	0.611249
9833	255	0.61134
9678	255	0.611376
10106	255	0.611387
9859	255	0.611389
9834	255	0.611431
9774	255	0.611433
9869	255	0.611466
11466	255	0.611504
9886	255	0.611545
9680	255	0.611586
9679	255	0.611619
9754	255	0.611635
10097	255	0.611671
9682	255	0.611674
9836	255	0.611695
11585	255	0.611983
9042	255	0.612011
9018	255	0.612061
10110	255	0.612267
10493	255	0.612343
11274	255	0.612484
10574	255	0.612827
11518	255	0.612945
11516	255	0.61297
11537	255	0.612994
11523	255	0.612999
11513	255	0.613004
11538	255	0.613148
11526	255	0.613177
11571	255	0.613187
11534	255	0.613188
11572	255	0.613211
11568	255	0.613233
11567	255	0.61324
11578	255	0.613243
11528	255	0.613246
11574	255	0.613247
11575	255	0.613251
11573	255	0.613263
11590	255	0.613273
11529	255	0.613292
11583	255	0.613307
11470	255	0.613318
11540	255	0.613387
11474	255	0.613415
11576	255	0.613444
11507	255	0.613515
11579	255	0.613581
10497	255	0.613994
11512	255	0.614042
11564	255	0.614055
11515	255	0.614056
11566	255	0.614177
11541	255	0.614179
11520	255	0.614201
11532	255	0.614268
11521	255	0.614279
11543	255	0.614309
11581	255	0.61446
11587	255	0.614482
11565	255	0.614514
11563	255	0.614652
11582	255	0.614654
11482	255	0.614697
11569	255	0.614718
11562	255	0.614813
11577	255	0.614842
11561	255	0.614888
11580	255	0.614897
11570	255	0.615055
10354	255	0.615779
10460	255	0.615808
10505	255	0.617783
10552	255	0.61949
10461	255	0.620922
10473	255	0.621985
10490	255	0.622061
10019	255	0.622684
9850	255	0.626314
9796	255	0.626327
9801	255	0.626501
9721	255	0.627199
10021	255	0.634595
11554	255	0.635238
11559	255	0.635365
11558	255	0.635372
11544	255	0.635431
11547	255	0.635531
11542	255	0.635775
10287	255	0.636047
11483	255	0.637029
11498	255	0.637117
11496	255	0.63726
11504	255	0.637636
11506	255	0.638913
10581	255	0.641238
10477	255	0.641596
10626	255	0.641617
10623	255	0.641644
10615	255	0.641889
10614	255	0.64193
10618	255	0.641982
10658	255	0.642041
8640	255	0.642228
10697	255	0.642375
10676	255	0.642386
10707	255	0.642596
10671	255	0.642606
10659	255	0.642786
10662	255	0.64279
8749	255	0.643332
8811	255	0.643544
8815	255	0.64378
8793	255	0.643836
10688	255	0.643847
10711	255	0.64386
8874	255	0.643867
8819	255	0.643934
8818	255	0.644024
8854	255	0.644218
10205	255	0.64586
8861	255	0.646193
8869	255	0.646201
8810	255	0.646313
9574	255	0.647548
9571	255	0.64761
9584	255	0.647631
9546	255	0.647658
9573	255	0.647708
9585	255	0.647744
9578	255	0.648062
9686	255	0.650011
9702	255	0.650827
9703	255	0.650871
9668	255	0.651967
9718	255	0.652113
9830	255	0.652157
9835	255	0.652171
9667	255	0.652249
9821	255	0.652419
9811	255	0.652457
9711	255	0.652463
9755	255	0.652578
9670	255	0.652719
9681	255	0.652746
9737	255	0.652758
9683	255	0.65278
9751	255	0.652787
9673	255	0.652886
9669	255	0.652907
9671	255	0.652921
9612	255	0.653245
9637	255	0.653587
9650	255	0.653602
9620	255	0.653605
9648	255	0.653697
9647	255	0.653901
9651	255	0.653999
9656	255	0.65401
9695	255	0.654037
9699	255	0.654171
9629	255	0.654244
9633	255	0.654367
9644	255	0.654431
9645	255	0.65445
9624	255	0.65446
9690	255	0.654472
9664	255	0.6545
9663	255	0.654514
9654	255	0.654526
9646	255	0.654532
9691	255	0.654533
9634	255	0.654536
9710	255	0.65511
9658	255	0.655331
9704	255	0.655386
9660	255	0.655523
8689	255	0.667834
8696	255	0.668002
8700	255	0.668184
10000	255	0.670699
9415	255	0.671495
9763	255	0.671986
9858	255	0.672031
9433	255	0.672036
9440	255	0.672204
9863	255	0.672215
9769	255	0.672249
9871	255	0.672269
8751	255	0.672405
9449	255	0.672427
9791	255	0.672441
10800	255	0.672447
9453	255	0.672488
9454	255	0.672615
9761	255	0.672622
9465	255	0.672791
8760	255	0.673684
8758	255	0.673737
8761	255	0.67384
8703	255	0.673899
8756	255	0.673916
8754	255	0.674013
8770	255	0.674232
8752	255	0.674386
8769	255	0.674687
9053	255	0.67494
10859	255	0.675234
9517	255	0.675486
9103	255	0.675641
8743	255	0.675694
8781	255	0.67576
9065	255	0.675863
10828	255	0.675933
9057	255	0.675948
10979	255	0.676003
9101	255	0.676082
9090	255	0.676574
10869	255	0.676653
10820	255	0.6767
10805	255	0.676706
10822	255	0.676721
10807	255	0.676723
10838	255	0.676737
10808	255	0.676839
10847	255	0.676843
10802	255	0.676937
10834	255	0.676947
10829	255	0.67696
10922	255	0.676972
10821	255	0.677164
10971	255	0.677367
8778	255	0.677427
10871	255	0.677432
10842	255	0.677448
10972	255	0.677501
9614	255	0.677566
10853	255	0.677732
9619	255	0.677936
9050	255	0.678438
9049	255	0.678609
9027	255	0.678847
8745	255	0.679088
9055	255	0.679114
8744	255	0.67928
8847	255	0.698139
8871	255	0.698181
8812	255	0.698246
8880	255	0.698544
8881	255	0.698653
8886	255	0.698727
8899	255	0.698798
8877	255	0.698892
8884	255	0.698903
8908	255	0.698915
8870	255	0.698948
8891	255	0.699096
8890	255	0.699155
8914	255	0.699204
8916	255	0.699313
8917	255	0.699461
8915	255	0.699531
8924	255	0.699579
8923	255	0.699689
8912	255	0.69969
8910	255	0.699819
8911	255	0.699876
8867	255	0.70204
8863	255	0.702082
11051	255	0.703042
11057	255	0.70307
11059	255	0.703132
10981	255	0.703403
11103	255	0.703437
10983	255	0.703519
10913	255	0.703636
11089	255	0.703662
11066	255	0.703688
10880	255	0.703847
11048	255	0.70386
10987	255	0.704
11087	255	0.704011
10905	255	0.704032
11097	255	0.704149
10989	255	0.704247
11095	255	0.704359
10951	255	0.704611
10911	255	0.704694
10947	255	0.70474
10889	255	0.7049
10956	255	0.705103
10957	255	0.70516
10891	255	0.705343
10986	255	0.705923
11001	255	0.706494
11012	255	0.706889
11022	255	0.706906
11023	255	0.706911
11027	255	0.706941
11029	255	0.706969
11018	255	0.70697
11025	255	0.706991
11028	255	0.706999
11020	255	0.707005
11015	255	0.707041
11032	255	0.70705
11033	255	0.707055
11037	255	0.707059
11039	255	0.70708
11041	255	0.707085
11047	255	0.707096
11019	255	0.707103
11035	255	0.707112
11030	255	0.707113
11045	255	0.707149
11055	255	0.70715
11024	255	0.70718
11050	255	0.707199
11061	255	0.707218
11040	255	0.707227
11044	255	0.707244
11043	255	0.707278
11021	255	0.707337
11034	255	0.707515
11017	255	0.707538
11016	255	0.707579
9357	255	0.707677
11038	255	0.707893
11031	255	0.708022
11026	255	0.708037
11042	255	0.708365
11013	255	0.709522
9070	255	0.709665
9035	255	0.709809
9074	255	0.709812
8998	255	0.709825
9039	255	0.709829
9068	255	0.70983
9086	255	0.709842
9081	255	0.709859
9034	255	0.709889
9083	255	0.709889
9041	255	0.709939
9031	255	0.709944
8875	255	0.709951
9075	255	0.709964
9087	255	0.709965
8853	255	0.709999
9076	255	0.710028
9091	255	0.710211
9567	255	0.7131
9566	255	0.713127
8860	255	0.715807
8859	255	0.715899
8807	255	0.715911
9164	255	0.723158
8864	255	0.725532
8639	255	0.7267
11071	255	0.727923
11113	255	0.728006
11119	255	0.728033
11084	255	0.728323
11138	255	0.728413
11106	255	0.728421
11131	255	0.728837
11079	255	0.7289
11085	255	0.729114
11078	255	0.729309
11142	255	0.729329
9195	255	0.730202
9196	255	0.73024
11096	255	0.730315
9201	255	0.730379
9207	255	0.730477
11156	255	0.730601
9217	255	0.730649
9224	255	0.73071
9228	255	0.730727
11112	255	0.730828
9225	255	0.73086
11116	255	0.730924
9191	255	0.730952
9116	255	0.73096
9222	255	0.730961
11189	255	0.730976
9215	255	0.731102
8970	255	0.731214
11110	255	0.731421
8993	255	0.731496
11221	255	0.73175
8981	255	0.731941
8983	255	0.732029
9011	255	0.732526
9044	255	0.732543
9019	255	0.732797
9243	255	0.732982
8674	255	0.733418
8690	255	0.734395
8653	255	0.7344
8694	255	0.734401
8720	255	0.734501
8656	255	0.734548
8718	255	0.734589
8722	255	0.734691
8721	255	0.734735
8616	255	0.734745
8622	255	0.735467
8623	255	0.735873
8631	255	0.7371
8708	255	0.737534
8643	255	0.739376
8604	255	0.739474
8684	255	0.739834
8645	255	0.740067
9417	255	0.74014
8663	255	0.740329
8647	255	0.740724
9534	255	0.741024
9541	255	0.741375
8719	255	0.741966
8729	255	0.742226
8711	255	0.742266
8707	255	0.742359
8726	255	0.742388
8731	255	0.742395
8725	255	0.742488
8710	255	0.742657
8706	255	0.742689
8735	255	0.742934
8705	255	0.74313
8759	255	0.74325
8660	255	0.748402
8715	255	0.748436
8655	255	0.748553
8717	255	0.748854
8617	255	0.748891
8659	255	0.748947
8734	255	0.748977
8757	255	0.751424
8723	255	0.753364
8753	255	0.753507
8724	255	0.753682
8768	255	0.756489
8687	255	0.757642
8678	255	0.759077
8767	255	0.759657
8766	255	0.759866
8764	255	0.759923
8765	255	0.759969
8762	255	0.760051
11224	255	0.760071
8709	255	0.760104
8730	255	0.760147
8737	255	0.760209
8736	255	0.760258
8732	255	0.760267
8610	255	0.760592
8654	255	0.760998
10339	255	0.761247
8698	255	0.761269
11174	255	0.761348
8691	255	0.761393
8697	255	0.761395
8675	255	0.761408
8695	255	0.761411
8714	255	0.761605
8679	255	0.761853
9088	255	0.76621
11297	255	0.766745
11361	255	0.767799
9120	255	0.768023
9102	255	0.768151
11359	255	0.768387
11333	255	0.768611
11298	255	0.768643
9100	255	0.768647
9092	255	0.768985
9082	255	0.769052
11330	255	0.769824
9029	255	0.770102
8944	255	0.770131
8931	255	0.770282
8933	255	0.770304
8954	255	0.770558
8936	255	0.770992
8930	255	0.771022
11305	255	0.790911
11312	255	0.791099
11326	255	0.791745
11426	255	0.791766
11433	255	0.791842
11323	255	0.792176
11417	255	0.79243
11356	255	0.792448
11420	255	0.792493
11416	255	0.792633
11390	255	0.792973
11350	255	0.793224
11352	255	0.793289
11427	255	0.794089
11418	255	0.794111
8975	255	0.794829
11392	255	0.794841
11393	255	0.794883
11364	255	0.795057
9851	255	0.795514
9826	255	0.795531
9843	255	0.795544
9819	255	0.795588
11383	255	0.795811
11381	255	0.795876
11379	255	0.795992
11299	255	0.796009
11281	255	0.796041
11376	255	0.796102
11300	255	0.796109
11366	255	0.796112
11446	255	0.796138
11370	255	0.796141
11367	255	0.796157
11344	255	0.796207
11443	255	0.796209
11444	255	0.796251
11372	255	0.796253
11341	255	0.79643
11280	255	0.796446
11338	255	0.79648
11374	255	0.796675
11340	255	0.797732
11334	255	0.798073
11279	255	0.798163
11335	255	0.79818
11386	255	0.798201
11377	255	0.798214
11385	255	0.798222
9242	255	0.798514
9817	255	0.799111
9818	255	0.799125
9814	255	0.799364
9813	255	0.799693
9552	255	0.799737
9809	255	0.799777
9607	255	0.799782
9279	255	0.800179
9038	255	0.80082
9073	255	0.800851
9080	255	0.800877
9362	255	0.800945
9381	255	0.800969
9036	255	0.801058
9030	255	0.801086
9380	255	0.801192
9000	255	0.801237
9077	255	0.801243
9366	255	0.801277
9374	255	0.801399
9370	255	0.801412
9368	255	0.801719
9373	255	0.802238
9260	255	0.802356
9377	255	0.802533
9386	255	0.802905
9363	255	0.803012
9365	255	0.803137
9106	255	0.803354
9360	255	0.803387
9071	255	0.803749
9625	255	0.820788
11492	255	0.821015
11514	255	0.822063
11531	255	0.822108
11511	255	0.822202
11455	255	0.822207
11510	255	0.822248
11517	255	0.822256
11505	255	0.822328
9024	255	0.822852
11519	255	0.823149
11489	255	0.823155
9892	255	0.823436
11480	255	0.823625
9518	255	0.823983
9002	255	0.824207
9010	255	0.824315
9525	255	0.824578
9530	255	0.824705
9333	255	0.824717
9547	255	0.824843
8776	255	0.826028
8746	255	0.8264
8780	255	0.82647
9105	255	0.827369
9025	255	0.827701
8997	255	0.827839
9060	255	0.828171
9062	255	0.828348
9021	255	0.82939
9023	255	0.829601
9022	255	0.829725
9054	255	0.829853
8866	255	0.830959
9056	255	0.83142
9093	255	0.831447
8927	255	0.836501
8999	255	0.836638
8963	255	0.836641
8925	255	0.83672
8952	255	0.836753
8995	255	0.83677
8960	255	0.836813
9007	255	0.836856
8962	255	0.836932
8959	255	0.837031
8957	255	0.8371
10082	255	0.838817
10088	255	0.83921
10108	255	0.839251
10083	255	0.839308
11524	255	0.8465
11522	255	0.846519
8989	255	0.846772
9009	255	0.846827
9032	255	0.846874
11555	255	0.846888
9048	255	0.847142
11550	255	0.847326
11452	255	0.847417
8785	255	0.850112
8824	255	0.850537
8816	255	0.850924
8879	255	0.851007
8906	255	0.851016
8900	255	0.851069
8876	255	0.851117
8892	255	0.851298
8903	255	0.851342
8922	255	0.851555
8941	255	0.851659
8913	255	0.851795
8945	255	0.851829
8862	255	0.853376
9052	255	0.85758
10251	255	0.857615
10104	255	0.85808
9064	255	0.858087
10001	255	0.86313
9997	255	0.863387
10119	255	0.864569
9988	255	0.867943
10113	255	0.867954
9987	255	0.867994
10087	255	0.868052
10084	255	0.86806
10092	255	0.86813
10099	255	0.868138
10102	255	0.868235
10096	255	0.868239
10091	255	0.868281
8964	255	0.87617
10300	255	0.883447
10044	255	0.884312
10085	255	0.886411
10095	255	0.886659
10090	255	0.886788
10033	255	0.886957
9840	255	0.886989
10494	255	0.887067
10035	255	0.887104
10037	255	0.88714
10089	255	0.887154
9890	255	0.88722
10036	255	0.887273
10101	255	0.887274
10111	255	0.887331
10093	255	0.88736
10086	255	0.887368
10034	255	0.887379
10114	255	0.887391
10112	255	0.887462
10043	255	0.887486
10040	255	0.887492
10038	255	0.887525
9898	255	0.887566
10039	255	0.887568
10041	255	0.887597
10042	255	0.887628
9608	255	0.887738
10498	255	0.88797
9594	255	0.890083
9592	255	0.890146
9662	255	0.890718
9816	255	0.891189
9815	255	0.891407
9078	255	0.891959
8777	255	0.892041
9072	255	0.892064
9089	255	0.892138
9079	255	0.892159
10504	255	0.894147
8783	255	0.894575
10556	255	0.894859
9141	255	0.897199
9142	255	0.897422
9139	255	0.897431
9145	255	0.89746
9146	255	0.897486
9144	255	0.897488
9147	255	0.897553
9150	255	0.8976
9149	255	0.89761
9153	255	0.897616
9155	255	0.897684
9152	255	0.897707
9157	255	0.897718
9160	255	0.897812
9162	255	0.897879
9156	255	0.897928
9163	255	0.897932
9004	255	0.898095
8978	255	0.898412
10094	255	0.904083
9949	255	0.90416
9950	255	0.904357
8779	255	0.908121
8747	255	0.908343
8798	255	0.908561
8739	255	0.909144
10025	255	0.910576
9425	255	0.912923
9121	255	0.912954
9428	255	0.912992
9435	255	0.913134
9442	255	0.913151
9459	255	0.913691
9467	255	0.913725
