Count,ProcessID,Data(Bytes),Time (Seconds)
3175,4193,16384,4.000065
3176,5208,16384,4.000065
3177,8089,16384,4.000065
3178,8292,16384,4.000065
3179,32014,16384,4.000066
3180,691,16384,4.000066
3181,740,16384,4.000066
3182,32194,16384,4.000066
3183,32461,16384,4.000066
3184,6942,16384,4.000066
3185,31082,16384,4.000067
3186,4493,16384,4.000067
3187,30663,16384,4.000067
3188,31198,16384,4.000067
3189,2117,16384,4.000067
3190,7342,16384,4.000067
3191,8606,16384,4.000067
3192,26982,16384,4.000068
3193,30276,16384,4.000068
3194,2973,16384,4.000068
3195,3842,16384,4.000068
3196,4198,16384,4.000068
3197,6663,16384,4.000068
3198,7175,16384,4.000068
3199,27383,16384,4.000069
3200,31083,16384,4.000069
3201,31639,16384,4.000069
3202,31688,16384,4.000069
3203,1141,16384,4.000069
3204,1616,16384,4.000069
3205,2348,16384,4.000069
3206,3298,16384,4.000069
3207,30486,16384,4.000069
3208,31200,16384,4.000069
3209,31331,16384,4.000069
3210,32225,16384,4.000069
3211,32239,16384,4.000069
3212,759,16384,4.000069
3213,1577,16384,4.000069
3214,4374,16384,4.000069
3215,31611,16384,4.00007
3216,1691,16384,4.00007
3217,30235,16384,4.00007
3218,30445,16384,4.00007
3219,30597,16384,4.00007
3220,30860,16384,4.00007
3221,498,16384,4.00007
3222,2066,16384,4.00007
3223,2679,16384,4.00007
3224,2853,16384,4.00007
3225,3041,16384,4.00007
3226,4117,15360,4.00007
3227,4738,16384,4.00007
3228,6120,16384,4.00007
3229,7032,16384,4.00007
3230,28990,15360,4.000071
3231,29011,16384,4.000071
3232,31653,16384,4.000071
3233,30576,16384,4.000071
3234,30668,16384,4.000071
3235,31386,16384,4.000071
3236,6034,16384,4.000071
3237,8305,16384,4.000071
3238,1362,16384,4.000072
3239,1822,16384,4.000072
3240,4525,16384,4.000072
3241,5028,16384,4.000072
3242,5184,16384,4.000072
3243,578,16384,4.000072
3244,4366,16384,4.000072
3245,4495,16384,4.000072
3246,4611,16384,4.000072
3247,5783,16384,4.000072
3248,31443,16384,4.000073
3249,31759,16384,4.000073
3250,4471,16384,4.000073
3251,5111,16384,4.000073
3252,30767,16384,4.000073
3253,32286,15360,4.000073
3254,680,16384,4.000073
3255,1776,16384,4.000073
3256,2004,16384,4.000073
3257,3998,16384,4.000073
3258,4023,16384,4.000073
3259,6654,16384,4.000073
3260,27554,16384,4.000074
3261,27559,16384,4.000074
3262,31668,16384,4.000074
3263,907,16384,4.000074
3264,3962,16384,4.000074
3265,636,16384,4.000074
3266,2515,16384,4.000074
3267,6457,16384,4.000074
3268,6647,16384,4.000074
3269,28159,16384,4.000075
3270,29773,16384,4.000075
3271,31660,16384,4.000075
3272,31966,16384,4.000075
3273,415,16384,4.000075
3274,2646,16384,4.000075
3275,2881,16384,4.000075
3276,3782,16384,4.000075
3277,5700,16384,4.000075
3278,8329,16384,4.000075
3279,27516,16384,4.000076
3280,27556,16384,4.000076
3281,27913,16384,4.000076
3282,28974,16384,4.000076
3283,30200,16384,4.000076
3284,30231,16384,4.000076
3285,30880,16384,4.000076
3286,31183,16384,4.000076
3287,31881,16384,4.000076
3288,32203,16384,4.000076
3289,2686,16384,4.000076
3290,2954,16384,4.000076
3291,5075,16384,4.000076
3292,5921,16384,4.000076
3293,6890,16384,4.000076
3294,7403,16384,4.000076
3295,27232,16384,4.000077
3296,29185,16384,4.000077
3297,30072,16384,4.000077
3298,30527,16384,4.000077
3299,30594,16384,4.000077
3300,1928,16384,4.000077
3301,30550,16384,4.000077
3302,31360,16384,4.000077
3303,3181,16384,4.000077
3304,3763,16384,4.000077
3305,4960,16384,4.000077
3306,6021,16384,4.000077
3307,6601,16384,4.000077
3308,27539,16384,4.000078
3309,29391,16384,4.000078
3310,2946,16384,4.000078
3311,4934,16384,4.000078
3312,30698,16384,4.000078
3313,32687,16384,4.000078
3314,686,16384,4.000078
3315,2395,16384,4.000078
3316,3427,16384,4.000078
3317,6025,16384,4.000078
3318,7411,16384,4.000078
3319,7947,16384,4.000078
3320,28179,16384,4.000079
3321,28513,16384,4.000079
3322,28839,16384,4.000079
3323,31994,16384,4.000079
3324,32294,16384,4.000079
3325,419,16384,4.000079
3326,30780,16384,4.000079
3327,664,16384,4.000079
3328,978,16384,4.000079
3329,2795,16384,4.000079
3330,3243,16384,4.000079
3331,3494,16384,4.000079
3332,4162,15360,4.000079
3333,6559,16384,4.000079
3334,8719,16384,4.000079
3335,605,16384,4.00008
3336,775,14336,4.00008
3337,2335,16384,4.00008
3338,30321,16384,4.00008
3339,30610,16384,4.00008
3340,31064,16384,4.00008
3341,32204,16384,4.00008
3342,32375,16384,4.00008
3343,1505,16384,4.00008
3344,2751,16384,4.00008
3345,5296,16384,4.00008
3346,6855,16384,4.00008
3347,26952,16384,4.000081
3348,28301,16384,4.000081
3349,28890,16384,4.000081
3350,30287,16384,4.000081
3351,30983,16384,4.000081
3352,31041,16384,4.000081
3353,3577,16384,4.000081
3354,3818,16384,4.000081
3355,5212,16384,4.000081
3356,30288,16384,4.000081
3357,30823,16384,4.000081
3358,31099,16384,4.000081
3359,32119,16384,4.000081
3360,1674,16384,4.000081
3361,1740,16384,4.000081
3362,2158,16384,4.000081
3363,27217,16384,4.000082
3364,30021,16384,4.000082
3365,30333,16384,4.000082
3366,30693,16384,4.000082
3367,30641,16384,4.000082
3368,30662,16384,4.000082
3369,31138,15360,4.000082
3370,2159,16384,4.000082
3371,3266,16384,4.000082
3372,4037,16384,4.000082
3373,6573,16384,4.000082
3374,27191,16384,4.000083
3375,2219,16384,4.000083
3376,2573,16384,4.000083
3377,3205,16384,4.000083
3378,30410,16384,4.000083
3379,2485,16384,4.000083
3380,7084,16384,4.000083
3381,27122,16384,4.000084
3382,28252,16384,4.000084
3383,31305,16384,4.000084
3384,32434,16384,4.000084
3385,1347,16384,4.000084
3386,1707,16384,4.000084
3387,3460,16384,4.000084
3388,4963,16384,4.000084
3389,5116,16384,4.000084
3390,30855,16384,4.000084
3391,4956,16384,4.000084
3392,4969,16384,4.000084
3393,5155,16384,4.000084
3394,5170,16384,4.000084
3395,6632,16384,4.000084
3396,6802,16384,4.000084
3397,26976,16384,4.000085
3398,28032,16384,4.000085
3399,28569,16384,4.000085
3400,30280,16384,4.000085
3401,32758,16384,4.000085
3402,470,16384,4.000085
3403,1300,16384,4.000085
3404,1607,16384,4.000085
3405,2419,16384,4.000085
3406,3314,16384,4.000085
3407,3402,16384,4.000085
3408,3420,16384,4.000085
3409,4060,16384,4.000085
3410,5325,16384,4.000085
3411,30914,16384,4.000085
3412,31462,16384,4.000085
3413,2549,16384,4.000085
3414,3416,16384,4.000085
3415,26890,16384,4.000086
3416,27391,16384,4.000086
3417,30921,16384,4.000086
3418,31065,16384,4.000086
3419,31203,16384,4.000086
3420,31240,16384,4.000086
3421,31618,16384,4.000086
3422,3252,16384,4.000086
3423,3490,16384,4.000086
3424,5165,16384,4.000086
3425,737,16384,4.000086
3426,8445,16384,4.000086
3427,8472,16384,4.000086
3428,28506,16384,4.000087
3429,29026,16384,4.000087
3430,29110,16384,4.000087
3431,29718,16384,4.000087
3432,31302,16384,4.000087
3433,32674,16384,4.000087
3434,623,16384,4.000087
3435,1014,16384,4.000087
3436,3667,16384,4.000087
3437,4911,16384,4.000087
3438,30857,16384,4.000087
3439,31139,16384,4.000087
3440,1373,16384,4.000087
3441,2868,16384,4.000087
3442,3398,16384,4.000087
3443,4853,16384,4.000087
3444,8269,16384,4.000087
3445,27396,16384,4.000088
3446,27813,16384,4.000088
3447,28643,16384,4.000088
3448,30672,16384,4.000088
3449,32710,16384,4.000088
3450,4803,16384,4.000088
3451,5402,16384,4.000088
3452,30144,16384,4.000088
3453,501,16384,4.000088
3454,554,16384,4.000088
3455,2730,16384,4.000088
3456,3121,16384,4.000088
3457,5059,16384,4.000088
3458,6754,16384,4.000088
3459,8179,16384,4.000088
3460,32305,16384,4.000089
3461,32693,16384,4.000089
3462,1646,16384,4.000089
3463,1696,16384,4.000089
3464,2283,16384,4.000089
3465,4054,16384,4.000089
3466,31491,16384,4.000089
3467,32322,16384,4.000089
3468,1304,16384,4.000089
3469,6177,16384,4.000089
3470,6312,16384,4.000089
3471,8320,16384,4.000089
3472,27130,16384,4.00009
3473,27286,16384,4.00009
3474,27761,16384,4.00009
3475,29645,16384,4.00009
3476,30533,16384,4.00009
3477,32563,16384,4.00009
3478,1280,16384,4.00009
3479,1930,16384,4.00009
3480,2673,16384,4.00009
3481,4347,16384,4.00009
3482,31783,16384,4.00009
3483,1526,16384,4.00009
3484,1760,16384,4.00009
3485,4963,16384,4.00009
3486,7824,16384,4.00009
3487,27564,16384,4.000091
3488,28614,16384,4.000091
3489,31604,16384,4.000091
3490,32131,16384,4.000091
3491,1516,16384,4.000091
3492,31339,16384,4.000091
3493,887,16384,4.000091
3494,2633,16384,4.000091
3495,3953,16384,4.000091
3496,4155,16384,4.000091
3497,4622,16384,4.000091
3498,8378,16384,4.000091
3499,8450,16384,4.000091
3500,27183,16384,4.000092
3501,28633,16384,4.000092
3502,604,16384,4.000092
3503,1804,16384,4.000092
3504,1862,16384,4.000092
3505,3525,16384,4.000092
3506,4442,16384,4.000092
3507,31176,16384,4.000092
3508,1533,16384,4.000092
3509,2171,16384,4.000092
3510,2425,16384,4.000092
3511,2428,16384,4.000092
3512,3073,16384,4.000092
3513,3235,16384,4.000092
3514,3435,16384,4.000092
3515,4535,16384,4.000092
3516,5494,16384,4.000092
3517,28645,16384,4.000093
3518,29201,16384,4.000093
3519,29685,16384,4.000093
3520,30735,16384,4.000093
3521,31377,16384,4.000093
3522,333,16384,4.000093
3523,939,16384,4.000093
3524,2799,16384,4.000093
3525,30865,16384,4.000093
3526,31801,16384,4.000093
3527,3199,16384,4.000093
3528,3540,16384,4.000093
3529,3863,16384,4.000093
3530,5401,16384,4.000093
3531,5993,16384,4.000093
3532,6748,16384,4.000093
3533,8658,16384,4.000093
3534,27854,15360,4.000094
3535,29757,16384,4.000094
3536,30211,16384,4.000094
3537,976,16384,4.000094
3538,1193,16384,4.000094
3539,2068,16384,4.000094
3540,5255,16384,4.000094
3541,30360,16384,4.000094
3542,31910,16384,4.000094
3543,32497,16384,4.000094
3544,1377,16384,4.000094
3545,3982,16384,4.000094
3546,4500,16384,4.000094
3547,6283,16384,4.000094
3548,28928,16384,4.000095
3549,31281,16384,4.000095
3550,32737,16384,4.000095
3551,366,16384,4.000095
3552,4696,16384,4.000095
3553,1469,16384,4.000095
3554,3352,16384,4.000095
3555,3874,16384,4.000095
3556,5294,16384,4.000095
3557,6834,16384,4.000095
3558,8289,16384,4.000095
3559,27945,16384,4.000096
3560,29572,16384,4.000096
3561,1019,16384,4.000096
3562,3326,16384,4.000096
3563,3752,16384,4.000096
3564,4468,16384,4.000096
3565,4667,16384,4.000096
3566,4843,16384,4.000096
3567,30211,16384,4.000096
3568,30289,16384,4.000096
3569,32172,16384,4.000096
3570,1571,16384,4.000096
3571,4116,16384,4.000096
3572,4701,16384,4.000096
3573,7901,15360,4.000096
3574,8128,16384,4.000096
3575,27927,16384,4.000097
3576,28843,16384,4.000097
3577,28950,16384,4.000097
3578,29079,16384,4.000097
3579,31359,16384,4.000097
3580,32397,16384,4.000097
3581,2533,16384,4.000097
3582,2581,16384,4.000097
3583,6562,16384,4.000097
3584,6751,16384,4.000097
3585,7405,16384,4.000097
3586,29163,16384,4.000098
3587,29948,16384,4.000098
3588,31196,16384,4.000098
3589,31306,16384,4.000098
3590,1842,16384,4.000098
3591,31886,16384,4.000098
3592,32048,16384,4.000098
3593,32460,16384,4.000098
3594,1660,16384,4.000098
3595,2125,16384,4.000098
3596,2355,16384,4.000098
3597,5838,16384,4.000098
3598,6132,16384,4.000098
3599,8170,16384,4.000098
3600,8172,16384,4.000098
3601,26827,16384,4.000099
3602,27296,16384,4.000099
3603,27778,16384,4.000099
3604,28089,16384,4.000099
3605,28379,16384,4.000099
3606,31051,16384,4.000099
3607,2533,16384,4.000099
3608,3891,16384,4.000099
3609,5056,16384,4.000099
3610,31596,16384,4.000099
3611,515,16384,4.000099
3612,3756,16384,4.000099
3613,4981,16384,4.000099
3614,8060,16384,4.000099
3615,27579,16384,4.0001
3616,1578,16384,4.0001
3617,2094,16384,4.0001
3618,4724,16384,4.0001
3619,29659,16384,4.000101
3620,30647,16384,4.000101
3621,1109,16384,4.000101
3622,1167,16384,4.000101
3623,2137,16384,4.000101
3624,4105,16384,4.000101
3625,31212,16384,4.000101
3626,32192,16384,4.000101
3627,625,16384,4.000101
3628,1549,16384,4.000101
3629,6340,16384,4.000101
3630,8406,16384,4.000101
3631,8562,16384,4.000101
3632,29385,16384,4.000102
3633,30607,16384,4.000102
3634,30984,16384,4.000102
3635,2626,16384,4.000102
3636,3399,16384,4.000102
3637,30817,16384,4.000102
3638,969,16384,4.000102
3639,2429,16384,4.000102
3640,5631,16384,4.000102
3641,7312,16384,4.000102
3642,7372,16384,4.000102
3643,8275,16384,4.000102
3644,27029,16384,4.000103
3645,27329,16384,4.000103
3646,28196,16384,4.000103
3647,30446,16384,4.000103
3648,32276,16384,4.000103
3649,4710,16384,4.000103
3650,32355,16384,4.000103
3651,613,16384,4.000103
3652,4601,16384,4.000103
3653,5228,16384,4.000103
3654,7225,16384,4.000103
3655,8680,16384,4.000103
3656,27709,16384,4.000104
3657,31744,16384,4.000104
3658,2146,16384,4.000104
3659,2404,16384,4.000104
3660,6932,16384,4.000104
3661,7619,16384,4.000104
3662,7846,15360,4.000104
3663,28040,16384,4.000105
3664,28865,16384,4.000105
3665,29682,16384,4.000105
3666,30439,16384,4.000105
3667,525,16384,4.000105
3668,30114,16384,4.000105
3669,31245,16384,4.000105
3670,32681,16384,4.000105
3671,2479,16384,4.000105
3672,3567,16384,4.000105
3673,4770,16384,4.000105
3674,5144,16384,4.000105
3675,7795,16384,4.000105
3676,27199,16384,4.000106
3677,28216,16384,4.000106
3678,28488,16384,4.000106
3679,28760,16384,4.000106
3680,29849,16384,4.000106
3681,2070,16384,4.000106
3682,32443,16384,4.000106
3683,3799,16384,4.000106
3684,4931,16384,4.000106
3685,5093,16384,4.000106
3686,5891,16384,4.000106
3687,6554,16384,4.000106
3688,6785,16384,4.000106
3689,7654,16384,4.000106
3690,31272,16384,4.000107
3691,5347,16384,4.000107
3692,30437,16384,4.000107
3693,30985,16384,4.000107
3694,32168,16384,4.000107
3695,388,16384,4.000107
3696,2060,16384,4.000107
3697,2775,16384,4.000107
3698,4659,16384,4.000107
3699,5403,16384,4.000107
3700,5720,16384,4.000107
3701,8518,16384,4.000107
3702,26972,16384,4.000108
3703,27915,16384,4.000108
3704,28745,16384,4.000108
3705,29779,16384,4.000108
3706,30878,16384,4.000108
3707,31066,16384,4.000108
3708,32690,16384,4.000108
3709,3414,16384,4.000108
3710,4973,16384,4.000108
3711,2141,16384,4.000108
3712,6195,16384,4.000108
3713,7827,16384,4.000108
3714,27426,16384,4.000109
3715,30709,16384,4.000109
3716,30926,16384,4.000109
3717,31456,16384,4.000109
3718,8113,16384,4.000109
3719,8216,16384,4.000109
3720,28942,16384,4.00011
3721,29158,16384,4.00011
3722,30483,16384,4.00011
3723,31371,16384,4.00011
3724,1726,16384,4.00011
3725,31508,16384,4.00011
3726,32111,16384,4.00011
3727,32246,16384,4.00011
3728,4067,16384,4.00011
3729,4187,15360,4.00011
3730,8223,16384,4.00011
3731,28863,16384,4.000111
3732,1303,16384,4.000111
3733,2475,16384,4.000111
3734,5138,16384,4.000111
3735,1248,16384,4.000111
3736,1956,16384,4.000111
3737,6062,16384,4.000111
3738,6304,16384,4.000111
3739,28782,16384,4.000112
3740,28790,16384,4.000112
3741,28891,16384,4.000112
3742,31861,16384,4.000112
3743,32462,16384,4.000112
3744,32700,16384,4.000112
3745,2602,16384,4.000112
3746,3468,16384,4.000112
3747,993,16384,4.000112
3748,1498,16384,4.000112
3749,31880,16384,4.000113
3750,30174,16384,4.000113
3751,31347,16384,4.000113
3752,1229,16384,4.000113
3753,6826,16384,4.000113
3754,28598,16384,4.000114
3755,30489,16384,4.000114
3756,30546,16384,4.000114
3757,329,16384,4.000114
3758,3210,16384,4.000114
3759,679,16384,4.000114
3760,3847,16384,4.000114
3761,5834,16384,4.000114
3762,27369,16384,4.000115
3763,29101,16384,4.000115
3764,31473,16384,4.000115
3765,32230,16384,4.000115
3766,2196,16384,4.000115
3767,4796,16384,4.000115
3768,4931,16384,4.000115
3769,30079,16384,4.000115
3770,30996,16384,4.000115
3771,32057,16384,4.000115
3772,5339,16384,4.000115
3773,5469,16384,4.000115
3774,28909,16384,4.000116
3775,29059,16384,4.000116
3776,29482,16384,4.000116
3777,31558,16384,4.000116
3778,32461,16384,4.000116
3779,30415,16384,4.000116
3780,31941,16384,4.000116
3781,32525,16384,4.000116
3782,2313,16384,4.000116
3783,5094,16384,4.000116
3784,5625,16384,4.000116
3785,27625,16384,4.000117
3786,27637,16384,4.000117
3787,30519,16384,4.000117
3788,30927,16384,4.000117
3789,446,16384,4.000117
3790,2828,16384,4.000117
3791,3405,16384,4.000117
3792,31867,16384,4.000117
3793,32481,16384,4.000117
3794,906,16384,4.000117
3795,1808,16384,4.000117
3796,2904,16384,4.000117
3797,3355,16384,4.000117
3798,3902,16384,4.000117
3799,4462,16384,4.000117
3800,5952,16384,4.000117
3801,7192,16384,4.000117
3802,29354,16384,4.000118
3803,30417,16384,4.000118
3804,30989,16384,4.000118
3805,31811,16384,4.000118
3806,1776,16384,4.000118
3807,5069,16384,4.000118
3808,30215,16384,4.000118
3809,32257,16384,4.000118
3810,4698,16384,4.000118
3811,5064,16384,4.000118
3812,6310,16384,4.000118
3813,32110,16384,4.000119
3814,2604,16384,4.000119
3815,2820,16384,4.000119
3816,4465,16384,4.000119
3817,32454,16384,4.000119
3818,6849,16384,4.000119
3819,27342,16384,4.00012
3820,27728,16384,4.00012
3821,28061,16384,4.00012
3822,1328,16384,4.00012
3823,5504,16384,4.00012
3824,31015,16384,4.00012
3825,32206,16384,4.00012
3826,5930,16384,4.00012
3827,27030,16384,4.000121
3828,27080,16384,4.000121
3829,2713,16384,4.000121
3830,2846,16384,4.000121
3831,4052,16384,4.000121
3832,1307,16384,4.000121
3833,27001,16384,4.000122
3834,29830,16384,4.000122
3835,29854,16384,4.000122
3836,31095,16384,4.000122
3837,2356,16384,4.000122
3838,3477,16384,4.000122
3839,8499,16384,4.000122
3840,28376,16384,4.000123
3841,2142,16384,4.000123
3842,26956,16384,4.000124
3843,27999,16384,4.000124
3844,31271,16384,4.000124
3845,31111,16384,4.000124
3846,6813,16384,4.000124
3847,26862,16384,4.000125
3848,29636,16384,4.000125
3849,31338,16384,4.000125
3850,1389,16384,4.000125
3851,4720,16384,4.000125
3852,30910,16384,4.000125
3853,31287,16384,4.000126
3854,4863,16384,4.000126
3855,4674,16384,4.000126
3856,5576,16384,4.000126
3857,5981,16384,4.000126
3858,6712,16384,4.000126
3859,27161,16384,4.000127
3860,30337,16384,4.000127
3861,30741,16384,4.000127
3862,2228,16384,4.000127
3863,31918,16384,4.000127
3864,3204,16384,4.000127
3865,6572,16384,4.000127
3866,8561,16384,4.000127
3867,30863,16384,4.000128
3868,32684,16384,4.000128
3869,31939,16384,4.000128
3870,3130,16384,4.000128
3871,28060,16384,4.000129
3872,28632,16384,4.000129
3873,30917,16384,4.000129
3874,32023,16384,4.000129
3875,2192,16384,4.000129
3876,2691,16384,4.000129
3877,4856,16384,4.000129
3878,1994,16384,4.000129
3879,3110,16384,4.000129
3880,4404,16384,4.000129
3881,5627,16384,4.000129
3882,29147,16384,4.00013
3883,32667,16384,4.00013
3884,1272,16384,4.00013
3885,1989,16384,4.00013
3886,2582,16384,4.00013
3887,3601,16384,4.00013
3888,31259,16384,4.00013
3889,31529,16384,4.00013
3890,31928,16384,4.00013
3891,3906,16384,4.00013
3892,1603,16384,4.000131
3893,2677,16384,4.000131
3894,32651,16384,4.000131
3895,2410,16384,4.000131
3896,6040,16384,4.000131
3897,7853,13312,4.000131
3898,29229,16384,4.000132
3899,32382,16384,4.000132
3900,1851,16384,4.000132
3901,2471,16384,4.000132
3902,31894,16384,4.000132
3903,2009,16384,4.000132
3904,3488,16384,4.000132
3905,29958,16384,4.000133
3906,30075,16384,4.000133
3907,32091,16384,4.000133
3908,1629,16384,4.000133
3909,2110,16384,4.000133
3910,3213,16384,4.000133
3911,4487,16384,4.000133
3912,4794,16384,4.000133
3913,5100,16384,4.000133
3914,1049,16384,4.000133
3915,8679,16384,4.000133
3916,29827,16384,4.000134
3917,32703,16384,4.000134
3918,2726,16384,4.000134
3919,5950,16384,4.000134
3920,26919,16384,4.000135
3921,28008,16384,4.000135
3922,28574,16384,4.000135
3923,29573,16384,4.000135
3924,29966,16384,4.000135
3925,32003,16384,4.000135
3926,32233,16384,4.000135
3927,32742,16384,4.000135
3928,1255,16384,4.000135
3929,1605,16384,4.000135
3930,1998,16384,4.000135
3931,2461,16384,4.000135
3932,28961,16384,4.000136
3933,29772,16384,4.000136
3934,32162,16384,4.000136
3935,32313,16384,4.000136
3936,5346,16384,4.000136
3937,390,16384,4.000136
3938,3549,16384,4.000136
3939,27817,16384,4.000137
3940,32371,16384,4.000137
3941,897,16384,4.000137
3942,2744,16384,4.000137
3943,5567,16384,4.000137
3944,27825,16384,4.000138
3945,28555,16384,4.000138
3946,3448,16384,4.000138
3947,740,16384,4.000138
3948,1959,16384,4.000138
3949,4682,16384,4.000138
3950,5613,16384,4.000138
3951,8723,16384,4.000138
3952,1610,16384,4.000139
3953,3224,16384,4.000139
3954,4250,16384,4.000139
3955,813,16384,4.000139
3956,879,16384,4.000139
3957,5443,16384,4.000139
3958,8434,16384,4.000139
3959,1211,16384,4.00014
3960,2279,16384,4.00014
3961,2819,16384,4.00014
3962,31307,16384,4.00014
3963,31670,16384,4.00014
3964,8419,16384,4.00014
3965,27975,16384,4.000141
3966,29924,16384,4.000141
3967,31018,16384,4.000141
3968,2944,16384,4.000141
3969,31299,16384,4.000141
3970,31382,16384,4.000141
3971,2394,16384,4.000141
3972,3568,16384,4.000141
3973,3792,16384,4.000141
3974,5540,16384,4.000141
3975,7409,16384,4.000141
3976,533,16384,4.000142
3977,4736,16384,4.000142
3978,30453,16384,4.000142
3979,31048,16384,4.000142
3980,1044,16384,4.000142
3981,2306,16384,4.000142
3982,8702,16384,4.000142
3983,30881,16384,4.000143
3984,1297,16384,4.000143
3985,3223,16384,4.000143
3986,31673,16384,4.000143
3987,1935,16384,4.000143
3988,27605,16384,4.000144
3989,27959,16384,4.000144
3990,29706,16384,4.000144
3991,30012,16384,4.000144
3992,31933,16384,4.000144
3993,5539,16384,4.000144
3994,27156,16384,4.000145
3995,27373,16384,4.000145
3996,29164,16384,4.000145
3997,32443,16384,4.000145
3998,3122,16384,4.000145
3999,8735,16384,4.000145
4000,28736,16384,4.000146
4001,30932,16384,4.000146
4002,5369,16384,4.000146
4003,31103,16384,4.000146
4004,32307,16384,4.000146
4005,6153,16384,4.000146
4006,31049,16384,4.000147
4007,31808,16384,4.000147
4008,1172,16384,4.000148
4009,1725,16384,4.000148
4010,2974,16384,4.000148
4011,28048,16384,4.000149
4012,3484,16384,4.000149
4013,31275,16384,4.000149
4014,29638,16384,4.00015
4015,29885,16384,4.00015
4016,30036,16384,4.00015
4017,2634,16384,4.00015
4018,3858,16384,4.00015
4019,5390,16384,4.00015
4020,4058,16384,4.000151
4021,4836,16384,4.000151
4022,5544,16384,4.000151
4023,6763,16384,4.000151
4024,30283,16384,4.000152
4025,301,16384,4.000152
4026,1499,16384,4.000152
4027,5211,16384,4.000152
4028,31929,16384,4.000152
4029,2277,16384,4.000153
4030,4917,16384,4.000153
4031,27390,16384,4.000154
4032,32115,16384,4.000154
4033,981,16384,4.000154
4034,3283,16384,4.000154
4035,2693,16384,4.000154
4036,28084,16384,4.000155
4037,2939,16384,4.000155
4038,4021,16384,4.000155
4039,3102,16384,4.000155
4040,28622,16384,4.000156
4041,6152,16384,4.000156
4042,2265,16384,4.000159
4043,5386,16384,4.000159
4044,2061,16384,4.000159
4045,5217,16384,4.00016
4046,6966,16384,4.000161
4047,1789,16384,4.000163
4048,311,16384,4.000168
4049,765,16384,4.000172
4050,2528,16384,4.000174
4051,4272,16384,4.250869
4052,698,16384,4.256762
4053,659,16384,4.457559
4054,27469,20480,5.000031
4055,726,18432,5.000031
4056,4297,20480,5.000032
4057,27487,20480,5.000035
4058,4513,19456,5.000037
4059,4889,20480,5.000037
4060,31419,20480,5.000038
4061,3783,20480,5.000039
4062,8248,20480,5.000039
4063,4904,20480,5.00004
4064,27930,20480,5.000041
4065,31164,20480,5.000041
4066,31416,20480,5.000043
4067,27524,20480,5.000044
4068,31968,20480,5.000044
4069,688,19456,5.000044
4070,2551,20480,5.000044
4071,31115,19456,5.000044
4072,5383,20480,5.000045
4073,4103,20480,5.000046
4074,32271,19456,5.000046
4075,1796,20480,5.000047
4076,2495,20480,5.000047
4077,5678,20480,5.000047
4078,28308,20480,5.000048
4079,678,20480,5.000048
4080,31124,19456,5.000048
4081,31448,20480,5.000048
4082,4174,19456,5.000048
4083,5518,20480,5.000048
4084,31413,20480,5.000049
4085,4584,20480,5.000049
4086,4263,19456,5.000049
4087,8263,20480,5.000049
4088,32510,20480,5.00005
4089,859,20480,5.00005
4090,2884,20480,5.00005
4091,30210,20480,5.00005
4092,29420,20480,5.000051
4093,31384,19456,5.000051
4094,874,20480,5.000051
4095,3332,20480,5.000051
4096,4348,20480,5.000051
4097,8199,20480,5.000051
4098,32648,20480,5.000052
4099,1033,20480,5.000052
4100,31165,20480,5.000052
4101,412,20480,5.000052
4102,4219,19456,5.000052
4103,7634,20480,5.000052
4104,651,20480,5.000053
4105,4504,20480,5.000053
4106,4585,20480,5.000053
4107,4943,20480,5.000053
4108,31994,20480,5.000053
4109,4152,20480,5.000053
4110,27838,20480,5.000054
4111,1727,20480,5.000054
4112,942,20480,5.000055
4113,30892,20480,5.000055
4114,32305,20480,5.000055
4115,8072,20480,5.000055
4116,32050,20480,5.000056
4117,3837,20480,5.000056
4118,32537,20480,5.000056
4119,4433,20480,5.000056
4120,1972,20480,5.000057
4121,3762,20480,5.000057
4122,3748,20480,5.000057
4123,27468,19456,5.000058
4124,27511,20480,5.000059
4125,30313,20480,5.000059
4126,1741,20480,5.000059
4127,3505,20480,5.000059
4128,2579,20480,5.000059
4129,4050,20480,5.000059
4130,5154,20480,5.000059
4131,28988,19456,5.00006
4132,6870,20480,5.00006
4133,7807,20480,5.00006
4134,2527,20480,5.000061
4135,6155,20480,5.000061
4136,6233,20480,5.000061
4137,7197,20480,5.000061
4138,7363,20480,5.000061
4139,7973,20480,5.000061
4140,801,19456,5.000062
4141,2138,20480,5.000062
4142,30428,20480,5.000062
4143,30798,20480,5.000062
4144,32717,20480,5.000062
4145,2882,20480,5.000062
4146,3616,20480,5.000062
4147,4058,20480,5.000062
4148,6200,20480,5.000062
4149,7336,20480,5.000062
4150,7977,20480,5.000062
4151,790,18432,5.000063
4152,30603,20480,5.000063
4153,30748,20480,5.000063
4154,30785,20480,5.000063
4155,32283,20480,5.000063
4156,652,20480,5.000063
4157,3737,20480,5.000063
4158,4729,20480,5.000063
4159,7138,20480,5.000063
4160,8236,20480,5.000063
4161,8663,20480,5.000063
4162,28975,20480,5.000064
4163,31615,20480,5.000064
4164,30230,20480,5.000064
4165,30335,20480,5.000064
4166,30761,20480,5.000064
4167,32243,20480,5.000064
4168,2492,18432,5.000064
4169,5839,20480,5.000064
4170,8177,20480,5.000064
4171,788,18432,5.000065
4172,5189,20480,5.000065
4173,31349,20480,5.000065
4174,990,20480,5.000065
4175,1288,20480,5.000065
4176,3118,20480,5.000065
